Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value
CHEMBL92401,IPRONIAZID,4,179.22,0,0.72,CC(C)NNC(=O)c1ccncc1,IC50,'=',2560,nM,5.59
CHEMBL3585855,,None,353.42,0,3.41,C#CCN(C)[C@H](C)Cc1ccc(NCc2cc([N+](=O)[O-])ccc2O)cc1,IC50,,,,
CHEMBL3585851,,None,338.45,0,3.51,C#CCN(C)[C@H](C)Cc1ccc(NCc2cc(OC)ccc2O)cc1,IC50,'=',1020,nM,5.99
CHEMBL3769905,,None,271.27,0,3.38,CC(=O)c1ccc(OCc2cccc([N+](=O)[O-])c2)cc1,IC50,'=',51300,nM,4.29
CHEMBL3770487,,None,260.72,0,4.12,CC(=O)c1cccc(OCc2cccc(Cl)c2)c1,IC50,'=',46800,nM,4.33
CHEMBL3769696,,None,271.27,0,3.38,CC(=O)c1cccc(OCc2ccc([N+](=O)[O-])cc2)c1,IC50,'=',88300,nM,4.05
CHEMBL2062879,,None,321.17,0,3.94,CC(=O)c1ccc(OCc2ccc(Br)cc2)cc1O,IC50,'=',15800,nM,4.8
CHEMBL1830139,,None,271.75,0,4.38,O=C(C/C=C/c1ccccc1)Nc1cccc(Cl)c1,IC50,'=',58400,nM,4.23
CHEMBL501402,,None,202.21,0,1.99,O=c1oc2cc(O)ccc2c2c1CCC2,IC50,'=',48200,nM,4.32
CHEMBL3735451,,None,231.68,0,3.56,O=C(/C=C/c1cccc(Cl)c1)c1ccc[nH]1,IC50,'=',143000,nM,
CHEMBL18116,TOLOXATONE,-1,207.23,0,1.31,Cc1cccc(N2CC(CO)OC2=O)c1,IC50,'=',3920,nM,5.41
CHEMBL3781560,,None,572.54,0,4.25,CN1CCN(c2ccc(C(=O)Nc3ccc([C@@H]4C[C@H]4N)cc3)cc2NC(=O)OCc2ccccc2)CC1.Cl.Cl,IC50,'=',999.8,nM,6
CHEMBL3780774,,None,521.06,1,5.49,Cl.N[C@@H]1C[C@H]1c1ccc(NC(=O)c2ccc(N3CCCCC3)c(NC(=O)OCc3ccccc3)c2)cc1,IC50,'=',687.1,nM,6.16
CHEMBL878,METOLAZONE,4,365.84,0,2.71,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,IC50,,,,
CHEMBL537735,,None,434.37,1,6.19,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1ccc(Cl)cc1Cl,IC50,'=',7530,nM,5.12
CHEMBL521,IBUPROFEN,4,206.28,0,3.07,CC(C)Cc1ccc(C(C)C(=O)O)cc1,IC50,,,,
CHEMBL648,CYCLIZINE,4,266.39,0,3.02,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,IC50,,,,
CHEMBL1554,DACTINOMYCIN,4,1255.44,None,None,Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,IC50,,,,
CHEMBL1618305,NALOXONAZINE,None,650.78,1,3.28,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2/C(=N/N=C2\CC[C@@]4(O)[C@H]6Cc7ccc(O)c8c7[C@@]4(CCN6CC=C)[C@H]2O8)CC[C@@]3(O)[C@H]1C5,IC50,,,,
CHEMBL540445,PARTHENOLIDE,2,248.32,0,2.76,C=C1C(=O)O[C@H]2[C@H]1CC/C(C)=C/CC[C@@]1(C)O[C@@H]21,IC50,,,,
CHEMBL1467,ALLOPURINOL,4,136.11,0,0.06,Oc1ncnc2[nH]ncc12,IC50,,,,
CHEMBL14192,BENZYLIMIDAZOLE,None,158.2,0,1.93,c1ccc(Cn2ccnc2)cc1,IC50,,,,
CHEMBL1909051,,None,347.38,0,4.8,O=C(c1ccccc1C(F)(F)F)N1CCC(Cc2ccccc2)CC1,IC50,,,,
CHEMBL122279,,None,188.18,0,1.28,O=C(O)C1=Cc2ccccc2CC1=O,IC50,'=',15135.61,nM,4.82
CHEMBL1253847,,None,321.4,1,5.21,Fc1ccc(-c2csc(NN=C3CCCCCC3)n2)c(F)c1,IC50,'=',7244.36,nM,5.14
CHEMBL1253846,,None,354.31,1,6.24,Clc1ccc(-c2csc(NN=C3CCCCCC3)n2)c(Cl)c1,IC50,'=',58884.37,nM,4.23
CHEMBL3319248,,None,273.24,0,3.09,O=C(Nc1ccc(F)c(F)c1)c1ccc2[nH]ncc2c1,IC50,'>',10000,nM,
CHEMBL86304,MOCLOBEMIDE,4,268.74,0,1.4,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,IC50,'=',361000,nM,3.44
CHEMBL1946644,,None,311.34,0,3.57,,,,,,
CHEMBL1946826,,None,265.31,0,3.37,,,,,,
CHEMBL1950707,,None,399.92,1,5.54,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1ccccc1Cl,IC50,'=',18300,nM,4.74
CHEMBL186191,,None,256.26,0,2.96,COc1ccc2c(=O)c3cccc(OC)c3oc2c1,IC50,'=',36000,nM,4.44
CHEMBL3739471,,None,316.78,0,4.66,CC1(C)CC(=O)c2ccc(OCc3ccc(Cl)cc3)cc2O1,IC50,'>',100000,nM,
CHEMBL3948027,,None,260.26,0,3.31,CC(=O)c1ccc(OCc2ccc(F)cc2)cc1O,IC50,'=',43380,nM,4.36
CHEMBL3901082,,None,424.55,0,4.18,C#CCN(Cc1ccc2cccc(O)c2n1)C(C#N)C1CCN(Cc2ccccc2)CC1,IC50,'=',10200,nM,4.99
CHEMBL3910142,,None,452.6,0,4.96,C#CCN(Cc1ccc2cccc(O)c2n1)C(C#N)CCC1CCN(Cc2ccccc2)CC1,IC50,'=',20800,nM,4.68
CHEMBL92401,IPRONIAZID,4,179.22,0,0.72,CC(C)NNC(=O)c1ccncc1,IC50,'=',6560,nM,5.18
CHEMBL3986834,,None,250.3,0,3.52,Cc1ccc(/C=C2\Cc3cc(O)ccc3C2=O)cc1,IC50,'=',3220,nM,5.49
CHEMBL3890408,,None,252.27,0,2.92,O=C1/C(=C/c2ccc(O)cc2)Cc2cc(O)ccc21,IC50,'=',1670,nM,5.78
CHEMBL498694,,None,330.41,0,4.7,C[C@H]1CCCC/C1=N/Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,IC50,'=',42310,nM,4.37
CHEMBL3394520,,None,459.18,0,4.05,CC1=NN(C(=O)CN2CCCCC2)C(c2cc(Br)cc(Br)c2O)C1,IC50,'=',7800,nM,5.11
CHEMBL3394496,,None,427.93,0,4.22,COc1ccc(C2=NN(C(=O)CN3CCCCC3)C(c3cc(Cl)ccc3O)C2)cc1,IC50,'=',9650,nM,5.01
CHEMBL4083038,,None,461.59,1,5.2,Cn1c(C(=O)Nc2cccc(COc3ccc(OC4CCNCC4)cc3)c2)cc2sccc21,IC50,'>',100000,nM,
CHEMBL1257341,,None,442.52,1,5.08,COc1cc(/C(C)=N/Nc2nc3ccccc3nc2Cc2ccccc2)cc(OC)c1OC,IC50,'=',29,nM,7.54
CHEMBL1257570,,None,372.86,1,5.32,Clc1ccc(/C=N/Nc2nc3ccccc3nc2Cc2ccccc2)cc1,IC50,'=',76,nM,7.12
CHEMBL1242937,,None,303.41,0,4.93,CC1CCCC/C1=N\Nc1nc(-c2ccc(F)cc2)cs1,IC50,'=',43550,nM,4.36
CHEMBL3299039,,None,223.34,0,2.11,CC1=C(/C=N/NC(N)=S)C(C)(C)CC=C1,IC50,'=',56800,nM,4.25
CHEMBL3299042,,None,263.37,0,2.49,CC1=C(/C=N/N=C2/NC(=O)CS2)C(C)(C)CC=C1,IC50,'=',132000,nM,
CHEMBL326294,ISATIN,None,147.13,0,0.82,O=C1Nc2ccccc2C1=O,IC50,'=',56234.13,nM,4.25
CHEMBL4094254,,None,273.26,0,3.65,O=[N+]([O-])/C=C/c1cccc(OCc2cccc(F)c2)c1,IC50,'=',4200,nM,5.38
CHEMBL1835230,,None,296.32,0,3.79,COc1ccc(-c2cc3cc(C)ccc3oc2=O)cc1OC,IC50,'=',25140,nM,4.6
CHEMBL3770875,,None,320.27,0,4.39,O=c1ccoc2cc(OCc3ccc(C(F)(F)F)cc3)ccc12,IC50,'=',1970,nM,5.71
CHEMBL2312989,,None,374.24,0,2.51,Cn1c(=O)c2c(cc(/C=C/c3ccc(Br)cc3)n2C)n(C)c1=O,IC50,'=',1632,nM,5.79
CHEMBL2312987,,None,325.37,0,1.75,COc1ccc(/C=C/c2cc3c(c(=O)n(C)c(=O)n3C)n2C)cc1,IC50,'>',1000,nM,
CHEMBL3586595,,None,449.98,1,5.62,Cc1c(C)c2ccc(OCc3ccc(CN(C)Cc4ccccc4)cc3)cc2oc1=O.Cl,IC50,'=',4300,nM,5.37
CHEMBL346766,,None,198.27,0,2.54,C/N=C1/CCc2c1n(C)c1ccccc21,IC50,'=',920,nM,6.04
CHEMBL1080447,,None,350.27,0,4.39,NC(=S)N1N=C(c2ccc(Cl)cc2)CC1c1ccc(Cl)cc1,IC50,'=',68870,nM,4.16
CHEMBL1095699,AZASERINE,-1,173.13,0,-1.76,[N-]=[N+]=CC(=O)OC[C@H](N)C(=O)O,IC50,,,,
CHEMBL3402199,,None,270.33,0,3.47,c1ccc(CCCOc2ccc3c(c2)OCCO3)cc1,IC50,'=',70400,nM,4.15
CHEMBL3402190,,None,307.14,0,3.76,Brc1cccc(COc2ccc3c(c2)OCO3)c1,IC50,'=',38400,nM,4.42
CHEMBL4168755,,None,378.5,0,4.4,Cc1ccc(-c2csc(N/N=C/c3ccc(N4CCOCC4)cc3)n2)cc1,IC50,'=',10393,nM,4.98
CHEMBL3319268,,None,305.16,0,4.73,,,,,,
CHEMBL3415802,,None,381.43,0,3.84,C#CCN(C)CC(=C)c1cccc(OCc2ccccc2)c1.O=C(O)C(=O)O,IC50,'=',6,nM,8.22
CHEMBL3741782,,None,254.28,0,2.88,O=C1COc2cc(OCCc3ccccc3)ccc21,IC50,'=',46360,nM,4.33
CHEMBL3740100,,None,240.26,0,2.84,O=C1COc2cc(OCc3ccccc3)ccc21,IC50,'=',38150,nM,4.42
CHEMBL673,PARGYLINE,4,159.23,0,1.75,C#CCN(C)Cc1ccccc1,IC50,,,,
CHEMBL1796807,,None,345.15,0,3.49,O=C(c1ccccc1)c1cc2cc(Br)cc(O)c2oc1=O,IC50,'=',46810,nM,4.33
CHEMBL3629813,,None,538.6,2,6.62,C=CCc1cc(OC)c2oc(=O)c(C(=O)/C=C/c3c(/C=C/c4ccc(OC)cc4)cc(OC)cc3OC)cc2c1,IC50,'=',5300,nM,5.28
CHEMBL1830136,,None,328.21,0,4.66,O=C(/C=C/C=C/c1ccccc1)Nc1cccc(Br)c1,IC50,'=',105000,nM,
CHEMBL1814648,,None,250.24,0,1.4,O=C1NC(=O)/C(=N\c2ccc(C(=O)O)cc2)S1,IC50,'=',37260,nM,4.43
CHEMBL405110,METHYLTHIONINIUM CHLORIDE,None,319.86,0,2.5,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.[Cl-],IC50,'=',70,nM,7.16
CHEMBL1222279,,None,278.33,0,1.69,COc1ccccc1/C=C1\SC(=O)N(CCN)C1=O,IC50,'=',29850,nM,4.53
CHEMBL3319265,,None,287.71,0,3.17,O=C(Nc1ccc(O)c(Cl)c1)c1ccc2cn[nH]c2c1,IC50,'>',10000,nM,
CHEMBL3319256,,None,320.18,0,4.13,,,,,,
CHEMBL3319238,,None,357.8,0,2.7,O=C(Nc1ccc2cn[nH]c2c1)c1cnc(N2CCOCC2)c(Cl)c1,IC50,'>',10000,nM,
CHEMBL2420784,,None,230.24,0,3.62,Cc1ccc(C(=O)/C=C/c2cccc(F)c2)o1,IC50,'=',24000,nM,4.62
CHEMBL2420794,,None,228.25,0,3.18,COc1cccc(/C=C/C(=O)c2ccco2)c1,IC50,'=',19200,nM,4.72
CHEMBL446,SULFAMETHAZINE,4,278.34,0,1.48,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,IC50,,,,
CHEMBL490,PAROXETINE,4,329.37,0,3.33,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,IC50,,,,
CHEMBL1200709,CROTAMITON,4,203.28,0,2.92,C/C=C/C(=O)N(CC)c1ccccc1C,IC50,,,,
CHEMBL1087,MEPIVACAINE,4,246.35,0,2.73,Cc1cccc(C)c1NC(=O)C1CCCCN1C,IC50,,,,
CHEMBL334255,CETYLPYRIDINIUM BROMIDE,None,384.45,1,6.46,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],IC50,,,,
CHEMBL2236844,,None,268.31,0,3.6,COc1ccc(C(=O)/C=C/c2ccccc2OC)cc1,IC50,'>',100000,nM,
CHEMBL138314,4,,,,,,,,,,
CHEMBL3613272,,None,309.26,0,4.5,O=C(/C=C/c1ccc(C(F)(F)F)cc1)Nc1ccccc1F,IC50,'>',100000,nM,
CHEMBL34398,4'-METHOXYCHALCONE,None,238.29,0,3.59,COc1ccc(C(=O)/C=C/c2ccccc2)cc1,IC50,'>',100000,nM,
CHEMBL3651112,,None,242.3,0,2.87,Fc1cccnc1CN[C@H]1CC1c1ccccc1,IC50,'=',33800,nM,4.47
CHEMBL8706,CLORGILINE,-1,272.18,0,3.33,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,IC50,'=',8,nM,8.1
CHEMBL4218888,,None,301.74,0,3.87,Cl.NCCc1ccc(-c2cccc(C(F)(F)F)c2)cc1,IC50,'>',10000,nM,
CHEMBL4207154,,None,301.74,0,3.87,Cl.NCCc1ccc(-c2ccc(C(F)(F)F)cc2)cc1,IC50,'>',10000,nM,
CHEMBL502,DONEPEZIL,4,379.5,0,4.36,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,IC50,,,,
CHEMBL8706,CLORGILINE,-1,272.18,0,3.33,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,IC50,'=',1,nM,9
CHEMBL4166366,,None,257.76,0,2.95,Cl.N[C@H]1[C@H]2Cc3cc(-c4ccccc4)ccc3[C@@H]12,IC50,,,,
CHEMBL4176756,,None,278.83,0,2.18,Cl.N[C@H]1CC[C@@H](N[C@H]2[C@H]3Cc4ccccc4[C@H]32)CC1,IC50,'>',100000,nM,
CHEMBL4247011,,None,338.41,0,3.11,CN(CC(=O)O)[C@H](CC#N)Cc1ccc(OCc2ccccc2)cc1,IC50,'>',50000,nM,
CHEMBL4242255,,None,419.52,0,4.41,CN(CC(=O)O)[C@H](COCc1ccccc1)Cc1ccc(OCc2ccccc2)cc1,IC50,'>',50000,nM,
CHEMBL4243235,,None,329.4,0,2.19,CN(CC(=O)O)[C@H](CO)Cc1ccc(OCc2ccccc2)cc1,IC50,'>',50000,nM,
CHEMBL508324,,None,310.43,0,4.66,C[C@@H]1CCCC/C1=N/Nc1nc(-c2ccc(C#N)cc2)cs1,IC50,'=',5495.41,nM,5.26
CHEMBL107,COLCHICINE,4,399.44,0,2.87,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,IC50,,,,
CHEMBL246811,,None,291.81,0,4.81,Clc1ccc(-c2csc(NN=C3CCCC3)n2)cc1,IC50,'=',7160,nM,5.14
CHEMBL92401,IPRONIAZID,4,179.22,0,0.72,CC(C)NNC(=O)c1ccncc1,IC50,'=',6560,nM,5.18
CHEMBL972,SELEGILINE,4,187.29,0,2.18,C#CCN(C)[C@H](C)Cc1ccccc1,IC50,'=',67250,nM,4.17
CHEMBL1242965,,None,354.31,1,6.09,CC1CCCC/C1=N\Nc1nc(-c2ccc(Cl)cc2Cl)cs1,IC50,'=',44700,nM,4.35
CHEMBL28,APIGENIN,None,270.24,0,2.58,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,IC50,'=',1700,nM,5.77
CHEMBL4063688,,None,435.55,1,5.03,COc1ccccc1CN(C)CCCOc1cc(O)c2c(=O)c3ccccc3sc2c1,IC50,'=',6310,nM,5.2
CHEMBL92401,IPRONIAZID,4,179.22,0,0.72,CC(C)NNC(=O)c1ccncc1,IC50,'=',837,nM,6.08
CHEMBL529,AZITHROMYCIN,4,749,2,1.9,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,IC50,,,,
CHEMBL2029550,,None,328.39,0,3.37,C[C@H](NC(=O)c1ccc(OC/C(F)=C\CN)cc1)c1ccccc1,IC50,'>',30000,nM,
CHEMBL417,EPIRUBICIN,4,543.53,3,0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,IC50,,,,
CHEMBL3039597,GENTAMICIN,4,1390.73,None,None,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H](N)C[C@@H]2N)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,IC50,,,,
CHEMBL1560,CAPTOPRIL,4,217.29,0,0.63,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,IC50,,,,
CHEMBL1282,IMIQUIMOD,4,240.31,0,2.82,CC(C)Cn1cnc2c(N)nc3ccccc3c21,IC50,,,,
CHEMBL92401,IPRONIAZID,4,179.22,0,0.72,CC(C)NNC(=O)c1ccncc1,IC50,'=',6560,nM,5.18
CHEMBL602880,,None,330.34,0,0.56,COc1cccc(COc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1,IC50,'=',1010,nM,6
CHEMBL2332184,,None,312.32,0,3.26,COc1cc(/C=C/C=C/C(=O)c2c(O)cccc2O)ccc1O,IC50,'=',1430,nM,5.84
CHEMBL2158251,,None,249.34,0,2.71,CC(C)CCSc1ccc2c(c1)C(=O)NC2=O,IC50,'=',380,nM,6.42
CHEMBL8706,CLORGILINE,-1,272.18,0,3.33,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,IC50,'=',2.6,nM,8.59
CHEMBL2204773,,None,290.19,0,4.47,N#Cc1ccc(Sc2ccc(Br)cc2)cc1,IC50,'=',8520,nM,5.07
CHEMBL2204768,,None,304.21,0,4.61,N#Cc1ccc(SCc2ccc(Br)cc2)cc1,IC50,'=',129000,nM,
CHEMBL2204767,,None,259.76,0,4.5,N#Cc1ccc(SCc2ccc(Cl)cc2)cc1,IC50,'=',20300,nM,4.69
CHEMBL2204761,,None,315.19,0,4.34,N#Cc1ccc(Sc2ccc(Br)cc2)cc1C#N,IC50,'=',19000,nM,4.72
CHEMBL2204755,,None,250.33,0,3.72,N#Cc1ccc(SCc2ccccc2)cc1C#N,IC50,'=',9020,nM,5.04
CHEMBL1213839,,None,315.44,0,4.8,COc1cccc(-c2csc(N/N=C3\CCCC(C)C3)n2)c1,IC50,'=',678.75,nM,6.17
CHEMBL209413,,None,356.3,0,4.38,COc1ccc2c(c1)-c1nnc(-c3cccc(C(F)(F)F)c3)cc1C2=O,IC50,'=',0.1,nM,10
CHEMBL294199,CAPSAICIN,4,305.42,0,3.79,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,IC50,,,,
CHEMBL296419,ASTEMIZOLE,4,458.58,1,5.35,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,IC50,,,,
CHEMBL92401,IPRONIAZID,4,179.22,0,0.72,CC(C)NNC(=O)c1ccncc1,IC50,'=',6560,nM,5.18
CHEMBL1213841,,None,315.44,0,4.94,COc1cccc(-c2csc(NN=C3CCCCCC3)n2)c1,IC50,'=',1780,nM,5.75
CHEMBL8706,CLORGILINE,-1,272.18,0,3.33,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,IC50,'=',4,nM,8.4
CHEMBL507756,,None,230.26,0,2.69,Cc1c(O)ccc2c3c(c(=O)oc12)CCCC3,IC50,'=',60110,nM,4.22
CHEMBL92401,IPRONIAZID,4,179.22,0,0.72,CC(C)NNC(=O)c1ccncc1,IC50,'=',6560,nM,5.18
CHEMBL2062878,,None,321.17,0,3.94,CC(=O)c1ccc(OCc2cccc(Br)c2)cc1O,IC50,'=',15800,nM,4.8
CHEMBL1253613,,None,275.35,0,4.29,Fc1ccc(-c2csc(NN=C3CCCC3)n2)cc1,IC50,'=',4436,nM,5.35
CHEMBL508102,CARBIMAZOLE,4,186.24,0,1.56,CCOC(=O)n1ccn(C)c1=S,IC50,,,,
CHEMBL135,ESTRADIOL,4,272.39,0,3.61,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,IC50,,,,
CHEMBL1258499,,None,384.83,0,4.83,O=C(c1ccccc1)c1nc2ccccc2n2c(-c3ccccc3Cl)nnc12,IC50,'=',88,nM,7.06
CHEMBL506247,TANNIC ACID,4,1701.21,None,None,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,IC50,,,,
CHEMBL723,CARVEDILOL,4,406.48,0,3.74,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,IC50,,,,
CHEMBL1243182,,None,310.43,0,4.66,C[C@H]1CCC/C(=N/Nc2nc(-c3ccc(C#N)cc3)cs2)C1,IC50,'=',17140,nM,4.77
CHEMBL2297871,,None,287.4,0,3.53,O=C(c1ccc(OCCCN2CCCCC2)cc1)C1CC1,IC50,'>',50000,nM,
CHEMBL66639,,None,314.77,0,3.74,CC(=O)N1N=C(c2ccc(O)cc2)CC1c1ccc(Cl)cc1,IC50,'=',100,nM,7
CHEMBL3394523,,None,504.22,1,2.18,CC1=NN(C(=O)CN2CCN(CCO)CC2)C(c2cc(Br)cc(Br)c2O)C1,IC50,'=',12290,nM,4.91
CHEMBL3394495,,None,397.91,0,4.21,O=C(CN1CCCCC1)N1N=C(c2ccc(Cl)cc2)CC1c1ccccc1O,IC50,'=',7250,nM,5.14
CHEMBL3394492,,None,377.49,0,3.86,Cc1ccc(C2=NN(C(=O)CN3CCCCC3)C(c3ccccc3O)C2)cc1,IC50,'=',11320,nM,4.95
CHEMBL3394489,,None,377.21,0,3.6,O=C(CBr)N1N=C(c2ccc(F)cc2)CC1c1ccccc1O,IC50,'=',6000,nM,5.22
CHEMBL3906257,,None,230.35,0,2.4,NC1CCC(N[C@@H]2C[C@H]2c2ccccc2)CC1,IC50,'>',100000,nM,
CHEMBL4110167,,None,417.48,0,4.66,CC(=O)NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)nc2)CC1,IC50,'=',100000,nM,4
CHEMBL4115532,,None,453.53,0,4.07,CS(=O)(=O)NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)nc2)CC1,IC50,'=',50000,nM,4.3
CHEMBL4107327,,None,300.45,0,2.78,c1ccc([C@H]2C[C@@H]2NC2CCC(N3CCOCC3)CC2)cc1,IC50,'>',100000,nM,
CHEMBL3955397,,None,244.38,0,2.58,CC1(c2ccccc2)CC1NC1CCC(N)CC1,IC50,'>',50000,nM,
CHEMBL3965283,,None,374.45,1,5.09,N[C@H]1CC[C@@H](N[C@@H]2C[C@H]2c2ccc(-c3cccc(C(F)(F)F)c3)cc2)CC1,IC50,'=',26780,nM,4.57
CHEMBL3920987,,None,374.45,1,5.09,N[C@H]1CC[C@H](N[C@@H]2C[C@H]2c2ccc(-c3cccc(C(F)(F)F)c3)cc2)CC1,IC50,'=',26290,nM,4.58
CHEMBL4111335,,None,337.47,0,3.38,NC1CCC(N[C@H]2C[C@@H]2c2ccc(OCc3cccnc3)cc2)CC1,IC50,'=',100000,nM,4
CHEMBL155863,,None,299.37,0,3.04,CCC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21,IC50,'=',25400,nM,4.59
CHEMBL2420785,,None,309.13,0,4.39,Cc1ccc(C(=O)/C=C/c2ccc(F)c(Br)c2)o1,IC50,'=',1950,nM,5.71
CHEMBL1438596,,None,230.24,0,3.62,Cc1ccc(C(=O)/C=C/c2ccc(F)cc2)o1,IC50,'=',18600,nM,4.73
CHEMBL2420783,,None,291.14,0,4.25,Cc1ccc(C(=O)/C=C/c2cccc(Br)c2)o1,IC50,'=',15000,nM,4.82
CHEMBL3660714,,None,397.45,0,2.95,CC(C)(O)C#Cc1ccc2c(=O)c(-c3ccc(NS(C)(=O)=O)cc3)coc2c1,IC50,'>',91000,nM,
CHEMBL2420792,,None,295.11,0,4.08,O=C(/C=C/c1ccc(Br)o1)c1ccc(F)cc1,IC50,'=',61600,nM,4.21
CHEMBL2420791,,None,311.56,0,4.59,O=C(/C=C/c1ccc(Br)o1)c1cccc(Cl)c1,IC50,'=',30200,nM,4.52
CHEMBL186020,,None,256.26,0,2.96,COc1ccc2c(=O)c3ccccc3oc2c1OC,IC50,'=',31000,nM,4.51
CHEMBL972,SELEGILINE,4,187.29,0,2.18,C#CCN(C)[C@H](C)Cc1ccccc1,IC50,'=',67250,nM,4.17
CHEMBL488063,,None,302.33,0,2.65,COc1c(OCC(C)=O)ccc2c3c(c(=O)oc12)CCCC3,IC50,'=',396,nM,6.4
CHEMBL2151660,,None,301.35,0,4.38,C/C(=N/Nc1nc(-c2ccc(F)cc2)cs1)c1ccco1,IC50,'=',5670,nM,5.25
CHEMBL4114573,,None,347.47,0,3.41,N#Cc1cccc(Nc2ccc([C@H]3C[C@@H]3NC3CCC(N)CC3)cn2)c1,IC50,'>',100000,nM,
CHEMBL1213911,,None,315.42,0,4.33,COc1cccc(-c2csc(N/N=C/c3cccs3)n2)c1,IC50,'=',457.73,nM,6.34
CHEMBL1213968,,None,324.41,0,4.05,COc1cccc(-c2csc(N/N=C(\C)c3ccncc3)n2)c1,IC50,'=',3710,nM,5.43
CHEMBL1243400,,None,310.43,0,4.66,C[C@@H]1CCCC/C1=N\Nc1nc(-c2ccc(C#N)cc2)cs1,IC50,'=',5500,nM,5.26
CHEMBL1243057,,None,354.31,1,6.09,CC1CCC/C(=N/Nc2nc(-c3ccc(Cl)cc3Cl)cs2)C1,IC50,'=',43780,nM,4.36
CHEMBL92401,IPRONIAZID,4,179.22,0,0.72,CC(C)NNC(=O)c1ccncc1,IC50,'=',6560,nM,5.18
CHEMBL375539,,None,285.42,0,4.79,CC1CCCC/C1=N\Nc1nc(-c2ccccc2)cs1,IC50,'=',41230,nM,4.38
